taxa_name,pectoral_fin,pelvic_fin,pectoral_inferred,pelvic_inferred,pectoral_propagated,pelvic_propagated,paired_fin
Leptostomias_longibarba,?,1,?,1,0,1,3
Pimelodus_brevis,1,?,2,?,1,0,3
Careproctus_filamentosus,1,?,1,?,1,0,3
Nothobranchius_microlepis,1,?,2,?,1,0,3
Glyptothorax_interspinalus,1,?,2,?,1,0,3
Cottus_beldingii,1,?,1,?,1,0,3
Encheliophis_chardewalli,1,0,1,0,1,1,2
Aphyosemion_lujae,1,?,2,?,1,0,3
Astyanax_pellegrini,1,?,2,?,1,0,3
Wetmorella_tanakai,1,?,1,?,1,0,3
Bothus_lunatus,1,1,1,1,1,1,3
Salaria_fluviatilis,1,?,1,?,1,0,3
Ogilbyina_queenslandiae,1,1,1,1,1,1,3
Stethojulis_maculata,1,?,1,?,1,0,3
Oreoglanis_frenatus,1,?,2,?,1,0,3
Kryptolebias_caudomarginatus,1,?,1,?,1,0,3
Canthigaster_supramacula,1,1,1,2,1,1,3
Cynoglossus_purpureomaculatus,0,0,0,0,1,1,0
Genioliparis_lindbergi,1,?,1,?,1,0,3
Symphurus_leei,0,0,0,0,1,1,0
Neofundulus_parvipinnis,1,?,1,?,1,0,3
Macroparalepis_affinis,1,1,2,2,0,0,3
Hypoptychus_dybowskii,1,0,1,0,0,0,2
Ctenopoma_kingsleyae,1,1,1,1,1,1,3
Pimelodella_montana,1,?,2,?,1,0,3
Galaxias_zebratus,1,1,1,2,1,1,3
Assiculoides_desmonotus,1,1,1,1,1,1,3
Harpadon_microchir,?,1,?,2,0,1,3
Alectis_ciliaris,1,?,1,?,1,0,3
Trichomycterus_spelaeus,1,?,1,?,1,0,3
Triglops_jordani,1,?,1,?,1,0,3
Hypentelium_nigricans,?,1,?,2,0,0,3
Cynoglossus_capensis,0,0,0,0,1,1,0
Leporinus_friderici,?,1,?,2,0,0,3
Paralichthys_aestuarius,1,?,2,?,1,0,3
Hypostomus_ancistroides,1,?,2,?,1,0,3
Hoplerythrinus_unitaeniatus,1,1,2,1,0,0,3
Engyprosopon_natalensis,1,1,1,1,1,1,3
Cynoglossus_bilineatus,0,0,0,0,1,1,0
Pseudobunocephalus_amazonicus,1,?,2,?,0,0,3
Eustomias_digitatus,?,1,?,1,0,1,3
Ilyophis_brunneus,?,0,?,0,0,1,2
Leptoancistrus_cordobensis,1,?,2,?,1,0,3
Sorubim_maniradii,1,?,2,?,1,0,3
Trichomycterus_dispar,1,?,1,?,1,0,3
Kathetostoma_fluviatilis,1,?,2,?,1,0,3
Gymnothorax_castlei,0,0,0,0,1,1,0
Gymnotus_anguillaris,1,0,2,0,0,0,2
Nettenchelys_dionisi,0,0,0,0,1,1,0
Melamphaes_pumilus,?,1,?,2,0,1,3
Bodianus_scrofa,1,?,1,?,1,0,3
Stokellia_anisodon,1,?,2,?,1,0,3
Himantolophus_borealis,1,0,1,0,1,1,2
Cinetodus_crassilabris,1,1,2,2,0,0,3
Astronesthes_ijimai,?,1,?,1,0,1,3
Nannocampus_weberi,?,0,?,0,0,1,2
Lepidogalaxias_salamandroides,1,?,2,?,1,0,3
Bothrocara_hollandi,1,?,1,?,1,0,3
Gymnelus_retrodorsalis,1,?,1,?,1,0,3
Lycodes_paucilepidotus,1,?,1,?,1,0,3
Myctophum_affine,1,1,2,2,0,0,3
Cynoglossus_interruptus,0,0,0,0,1,1,0
Hippichthys_heptagonus,?,0,?,0,0,1,2
Eigenmannia_humboldtii,1,0,2,0,0,0,2
Benthenchelys_pacificus,?,0,?,0,0,1,2
Diaphus_schmidti,?,1,?,2,0,1,3
Siokunichthys_nigrolineatus,?,0,?,0,0,1,2
Chasmocranus_brevior,1,?,2,?,1,0,3
Peckoltia_oligospila,1,1,2,2,0,0,3
Carpiodes_velifer,?,1,?,2,0,0,3
Icelinus_tenuis,1,?,1,?,1,0,3
Pterobunocephalus_depressus,1,?,2,?,0,0,3
Heteroconger_pellegrini,0,0,0,0,1,1,0
Rineloricaria_hasemani,1,?,2,?,1,0,3
Perulibatrachus_aquilonarius,1,1,2,2,1,1,3
Pterygotrigla_macrolepidota,1,?,1,?,1,0,3
Hemibagrus_hainanensis,1,1,2,2,0,0,3
Symphurus_billykrietei,0,0,0,0,1,1,0
Stauroglanis_gouldingi,1,?,1,?,1,0,3
Syngnathus_taenionotus,?,0,?,0,0,1,2
Echiodon_drummondii,1,0,1,0,1,1,2
Parapercis_okamurai,1,?,2,?,1,0,3
Halichoeres_trimaculatus,1,?,1,?,1,0,3
Cirripectes_quagga,1,?,1,?,1,0,3
Lycenchelys_novaezealandiae,1,?,1,?,1,0,3
Uranoscopus_kaianus,1,?,2,?,1,0,3
Cyprinella_chloristia,1,1,2,2,0,0,3
Himantolophus_appelii,1,0,1,0,1,1,2
Synodus_jaculum,?,1,?,2,0,1,3
Pelteobagrus_tonkinensis,1,?,2,?,1,0,3
Pimelodella_eigenmanniorum,1,?,2,?,1,0,3
Rachovia_hummelincki,1,?,1,?,1,0,3
Pervagor_randalli,1,0,1,0,1,1,2
Anchoa_spinifer,?,1,?,1,0,0,3
Lycodichthys_antarcticus,1,?,1,?,1,0,3
Symphurus_nebulosus,0,0,0,0,1,1,0
Synodontis_dhonti,1,?,2,?,1,0,3
Anchoviella_guianensis,?,1,?,1,0,0,3
Diplostomias_indicus,?,1,?,1,0,1,3
Ancylopsetta_dendritica,1,?,2,?,1,0,3
Patagonotothen_ramsayi,1,?,2,?,0,0,3
Hilsa_kelee,1,1,1,2,1,0,3
Chascanopsetta_elski,1,1,1,1,1,1,3
Malapterurus_teugelsi,1,?,2,?,1,0,3
Rhamdella_montana,1,?,2,?,1,0,3
Anarchias_supremus,0,0,0,0,1,1,0
Corydoras_rabauti,1,1,2,2,0,0,3
Pseudolabrus_gayi,1,?,1,?,1,0,3
Mastacembelus_ellipsifer,1,?,1,?,0,0,3
Ophichthus_tchangi,?,0,?,0,0,1,2
Parachanna_africana,1,?,1,?,1,0,3
Dysomma_polycatodon,?,0,?,0,0,1,2
Trichomycterus_heterodontus,1,?,1,?,1,0,3
Moringua_javanica,0,0,0,0,1,1,0
Scleropages_aureus,1,?,1,?,1,0,3
Pseudobagrus_brachyrhabdion,1,?,2,?,1,0,3
Gogangra_laevis,1,?,2,?,1,0,3
Clepticus_brasiliensis,1,?,1,?,1,0,3
Gagata_cenia,1,?,2,?,0,0,3
Limnothrissa_miodon,1,1,1,1,1,0,3
Alosa_suworowi,1,?,1,?,1,0,3
Sebastes_owstoni,1,?,2,?,0,0,3
Synchirus_gilli,1,?,1,?,1,0,3
Sargocentron_marisrubri,?,1,?,2,0,1,3
Arnoglossus_oxyrhynchus,1,1,1,1,1,1,3
Oryzias_latipes,1,1,2,2,0,0,3
Silurus_triostegus,1,?,1,?,1,0,3
Paraliparis_auriculatus,1,0,1,0,1,1,2
Canthigaster_epilampra,1,1,1,2,1,1,3
Noturus_placidus,1,?,2,?,1,0,3
Platyclarias_machadoi,1,?,1,?,1,0,3
Cyclocheilichthys_enoplos,?,1,?,2,0,0,3
Hyalobagrus_ornatus,1,1,2,2,0,0,3
Ammodytoides_kimurai,1,?,1,?,1,0,3
Tetractenos_hamiltoni,1,1,1,2,1,1,3
Lythrurus_alegnotus,1,1,2,2,1,0,3
Mesocottus_haitej,1,?,1,?,1,0,3
Denticetopsis_macilenta,1,1,2,2,0,0,3
Chaunax_flammeus,1,?,2,?,1,0,3
Maratecoara_lacortei,1,?,1,?,1,0,3
Allocyttus_verrucosus,1,1,2,2,0,0,3
Salarias_sinuosus,1,?,1,?,1,0,3
Takifugu_exascurus,1,1,1,2,1,1,3
Parachromis_friedrichsthalii,?,1,?,2,0,0,3
Naso_lopezi,1,1,1,1,1,1,3
Lepidotrigla_longipinnis,1,?,1,?,1,0,3
Boulengerella_cuvieri,1,1,2,2,0,0,3
Idiotropiscis_australe,?,0,?,0,0,1,2
Centroberyx_gerrardi,?,1,?,2,0,1,3
Channa_orientalis,1,?,1,?,1,0,3
Dysommina_rugosa,?,0,?,0,0,1,2
Brycinus_longipinnis,1,1,2,2,0,0,3
Searsia_koefoedi,1,1,1,2,1,0,3
Istiblennius_unicolor,1,?,1,?,1,0,3
Seriola_zonata,1,?,1,?,1,0,3
Lophiodes_caulinaris,1,?,2,?,1,0,3
Cathorops_fuerthii,1,?,2,?,1,0,3
Sciades_troschelii,1,1,2,2,0,0,3
Paraliparis_porcus,1,0,1,0,1,1,2
Siokunichthys_striatus,?,0,?,0,0,1,2
Stichaeopsis_epallax,1,?,1,?,1,0,3
Stylephorus_chordatus,1,0,1,0,0,0,2
Aseraggodes_longipinnis,?,1,?,1,0,1,3
Nothobranchius_korthausae,1,?,2,?,1,0,3
Glyptothorax_botius,1,?,2,?,1,0,3
Macropharyngodon_bipartitus,1,?,1,?,1,0,3
Sternarchorhynchus_oxyrhynchus,1,0,2,0,0,0,2
Pterocryptis_barakensis,1,?,1,?,1,0,3
Ophichthus_tetratrema,?,0,?,0,0,1,2
Phalloceros_lucenorum,1,?,2,?,1,0,3
Pseudolabrus_torotai,1,?,1,?,1,0,3
Melamphaes_acanthomus,?,1,?,2,0,1,3
Cyprinodon_bobmilleri,1,?,1,?,1,0,3
Pseudochromis_howsoni,1,1,1,1,1,1,3
Pseudojuloides_cerasinus,1,?,1,?,1,0,3
Aseraggodes_holcomi,0,1,0,1,0,0,1
Hippocampus_coronatus,?,0,?,0,0,1,2
Aseraggodes_bahamondei,?,1,?,1,0,1,3
Crystallichthys_cameliae,1,?,1,?,1,0,3
Anarchopterus_criniger,?,0,?,0,0,1,2
Nemapteryx_caelata,1,?,2,?,1,0,3
Jenkinsia_majua,1,?,1,?,1,0,3
Syacium_micrurum,1,?,2,?,1,0,3
Eustomias_pinnatus,?,1,?,1,0,1,3
Acantopsis_choirorhynchos,1,1,2,2,0,0,3
Microphis_insularis,?,0,?,0,0,1,2
Batasio_pakistanicus,1,?,2,?,1,0,3
Polymixia_yuri,?,1,?,2,0,1,3
Hypancistrus_contradens,1,?,2,?,1,0,3
Omobranchus_fasciolatoceps,1,?,1,?,1,0,3
Corythoichthys_benedetto,?,0,?,0,0,1,2
Nothobranchius_lourensi,1,?,2,?,1,0,3
Hypsoblennius_sordidus,1,?,1,?,1,0,3
Symbolophorus_veranyi,?,1,?,2,0,1,3
Citharichthys_xanthostigma,1,?,2,?,1,0,3
Torquigener_gloerfelti,1,1,1,2,1,1,3
Pseudophallus_elcapitanensis,?,0,?,0,0,1,2
Selene_peruviana,1,?,1,?,1,0,3
Sphoeroides_angusticeps,1,1,1,2,1,1,3
Amblyceps_kurzii,1,?,2,?,1,0,3
Cirrhimuraena_playfairii,?,0,?,0,0,1,2
Eustomias_jimcraddocki,?,1,?,1,0,1,3
Lepidotrigla_nana,1,?,1,?,1,0,3
Phycodurus_eques,?,0,?,0,0,1,2
Chaca_chaca,1,1,2,2,0,0,3
Lumpenopsis_pavlenkoi,1,?,1,?,1,0,3
Notolabrus_cinctus,1,?,1,?,1,0,3
Eubalichthys_bucephalus,1,0,1,0,1,1,2
Bassanago_nielseni,?,0,?,0,0,1,2
Plataplochilus_terveri,1,?,2,?,1,0,3
Careproctus_macrodiscus,1,?,1,?,1,0,3
Megalops_cyprinoides,1,1,2,1,0,0,3
Micropoecilia_picta,1,?,2,?,1,0,3
Onuxodon_parvibrachium,1,0,1,0,1,1,2
Dacodraco_hunteri,1,1,2,2,0,0,3
Parachromis_loisellei,?,1,?,2,0,0,3
Microlipophrys_nigriceps,1,?,1,?,1,0,3
Myripristis_kuntee,?,1,?,2,0,1,3
Anchichoerops_natalensis,1,?,1,?,1,0,3
Nothobranchius_ocellatus,1,?,2,?,1,0,3
Cryptacanthodes_maculatus,1,0,2,0,1,1,2
Aulopus_filamentosus,1,1,2,2,0,0,3
Congrogadus_malayanus,1,0,1,0,0,0,2
Ataeniobius_toweri,1,?,1,?,1,0,3
Oryzias_uwai,1,1,2,2,0,0,3
Carangoides_ferdau,1,?,1,?,1,0,3
Carapus_sluiteri,1,0,1,0,1,1,2
Bellator_brachychir,1,?,1,?,1,0,3
Bembrops_heterurus,1,?,2,?,1,0,3
Oligoplites_saurus,1,?,1,?,1,0,3
Gymnothorax_prasinus,0,0,0,0,1,1,0
Carangoides_talamparoides,1,?,1,?,1,0,3
Astyanax_paranahybae,1,?,2,?,1,0,3
Kyonemichthys_rumengani,?,0,?,0,0,1,2
Paraloricaria_vetula,1,?,2,?,1,0,3
Aphyosemion_louessense,1,?,2,?,1,0,3
Thysanactis_dentex,?,1,?,1,0,1,3
Scardinius_erythrophthalmus,?,1,?,2,0,0,3
Pimelodella_odynea,1,?,2,?,1,0,3
Symphurus_septemstriatus,0,0,0,0,1,1,0
Xenurobrycon_macropus,?,1,?,2,0,0,3
Iotichthys_phlegethontis,1,1,2,2,0,0,3
Henonemus_triacanthopomus,1,?,1,?,1,0,3
Clarias_platycephalus,1,?,1,?,1,0,3
Pantanodon_stuhlmanni,1,?,2,?,1,0,3
Gymnotus_tigre,1,0,1,0,1,1,2
Lithoxus_jantjae,1,?,2,?,1,0,3
Diaphus_knappi,?,1,?,2,0,1,3
Rhabdalestes_septentrionalis,1,1,2,2,0,0,3
Schindleria_pietschmanni,1,0,1,0,1,1,2
Fundulus_heteroclitus,1,?,2,?,1,0,3
Careproctus_spectrum,1,?,1,?,1,0,3
Epiplatys_lamottei,1,?,2,?,1,0,3
Jenynsia_tucumana,1,?,2,?,1,0,3
Epiplatys_esekanus,1,?,2,?,1,0,3
Gymnothorax_gracilicauda,0,0,0,0,1,1,0
Schismorhynchus_labialis,?,0,?,0,0,1,2
Parotocinclus_cesarpintoi,1,?,2,?,1,0,3
Silurus_mento,1,?,2,?,0,0,3
Selaroides_leptolepis,1,?,1,?,1,0,3
Ancistrus_reisi,1,?,2,?,1,0,3
Prionotus_beanii,1,?,1,?,1,0,3
Corydoras_spectabilis,1,?,2,?,1,0,3
Cosmocampus_albirostris,?,0,?,0,0,1,2
Ammodytoides_pylei,1,?,1,?,1,0,3
Gigantactis_macronema,1,0,1,0,1,1,2
Solea_solea,?,1,?,1,0,1,3
Nocomis_raneyi,1,1,2,2,0,0,3
Labropsis_micronesica,1,?,1,?,1,0,3
Echelus_pachyrhynchus,?,0,?,0,0,1,2
Jenynsia_multidentata,1,?,2,?,1,0,3
Photonectes_braueri,?,1,?,1,0,1,3
Pareuchiloglanis_nebulifer,1,?,2,?,1,0,3
Roestes_molossus,1,1,2,2,0,0,3
Chirolophis_nugator,1,?,1,?,1,0,3
Arius_malabaricus,1,?,2,?,1,0,3
Protomyctophum_subparallelum,?,1,?,2,0,1,3
Torquigener_pallimaculatus,1,1,1,2,1,1,3
Congrhynchus_talabonoides,?,0,?,0,0,1,2
Nothobranchius_interruptus,1,?,2,?,1,0,3
Bufoceratias_shaoi,1,0,1,0,1,1,2
Plagiogrammus_hopkinsii,1,?,1,?,1,0,3
Synodontis_polystigma,1,?,2,?,1,0,3
Chlorophthalmus_ichthyandri,?,1,?,2,0,1,3
Rineloricaria_henselii,1,?,2,?,1,0,3
Melanostomias_paucilaternatus,?,1,?,1,0,1,3
Astyanax_parahybae,1,1,2,2,0,0,3
Trachinus_draco,1,?,2,?,1,0,3
Sargocentron_rubrum,?,1,?,2,0,1,3
Takifugu_vermicularis,1,1,1,2,1,1,3
Diastobranchus_capensis,?,0,?,0,0,1,2
Oncorhynchus_mykiss,1,1,2,2,0,0,3
Centrodoras_hasemani,1,?,2,?,1,0,3
Aphanius_asquamatus,1,?,1,?,1,0,3
Bascanichthys_deraniyagalai,?,0,?,0,0,1,2
Synodontis_vanderwaali,1,?,2,?,1,0,3
Paralepis_brevirostris,1,1,2,2,0,0,3
Gymnelopsis_brashnikovi,1,?,1,?,1,0,3
Centrolabrus_trutta,1,1,2,2,1,1,3
Parapercis_natator,1,?,2,?,1,0,3
Triathalassothia_argentina,1,1,2,2,1,1,3
Eustomias_melanonema,?,1,?,1,0,1,3
Lestidiops_similis,1,1,2,2,1,1,3
Coris_cuvieri,1,?,1,?,1,0,3
Chlidichthys_inornatus,1,1,1,1,1,1,3
Pachycara_crossacanthum,1,?,1,?,1,0,3
Moema_portugali,1,?,1,?,1,0,3
Lupinoblennius_paivai,1,?,1,?,1,0,3
Pimelodus_ornatus,1,1,2,2,0,0,3
Nannocampus_pictus,?,0,?,0,0,1,2
Nanobagrus_nebulosus,1,?,2,?,1,0,3
Synodontis_thysi,1,?,2,?,1,0,3
Zebrias_zebrinus,?,1,?,1,0,1,3
Bembrops_gobioides,1,?,2,?,1,0,3
Lepidobero_sinensis,1,?,1,?,1,0,3
Paralichthys_woolmani,1,?,2,?,1,0,3
Neoplecostomus_franciscoensis,1,?,2,?,1,0,3
Siokunichthys_southwelli,?,0,?,0,0,1,2
Dayella_malabarica,1,?,1,?,1,0,3
Corydoras_urucu,1,?,2,?,1,0,3
Gymnothorax_maderensis,0,0,0,0,1,1,0
Tripodichthys_angustifrons,1,1,2,2,1,1,3
Saurida_microlepis,?,1,?,2,0,1,3
Macrotrema_caligans,0,0,0,0,1,1,0
Poecilia_orri,1,?,2,?,1,0,3
Elops_affinis,1,1,2,2,0,0,3
Rudarius_ercodes,1,0,1,0,1,1,2
Ancistrus_caucanus,1,?,2,?,1,0,3
Diaphus_coeruleus,?,1,?,2,0,1,3
Comephorus_dybowskii,1,0,1,0,1,1,2
Sternarchorhynchus_cramptoni,1,0,1,0,1,1,2
Xenentodon_canciloides,1,?,1,?,1,0,3
Kryptopterus_sabanus,1,?,1,?,1,0,3
Acanthurus_achilles,1,1,1,1,1,1,3
Clupeichthys_bleekeri,1,1,1,2,1,0,3
Characodon_lateralis,1,?,1,?,1,0,3
Limia_yaguajali,1,?,2,?,1,0,3
Caranx_crysos,1,?,1,?,1,0,3
Herpetoichthys_fossatus,?,0,?,0,0,1,2
Coris_julis,1,?,1,?,1,0,3
Myoxocephalus_thompsonii,1,?,1,?,1,0,3
Sisor_barakensis,1,?,2,?,1,0,3
Xenobalistes_tumidipectoris,1,1,1,2,1,1,3
Pungitius_sinensis,1,?,1,?,1,0,3
Synaphobranchus_oregoni,?,0,?,0,0,1,2
Artediellus_ochotensis,1,?,1,?,1,0,3
Auriglobus_remotus,1,1,1,2,1,1,3
Porocottus_quadrifilis,1,?,1,?,1,0,3
Chiloglanis_anoterus,1,?,2,?,1,0,3
Canthidermis_macrolepis,1,1,1,2,1,1,3
Rineloricaria_steindachneri,1,?,2,?,1,0,3
Argopleura_chocoensis,?,1,?,2,0,0,3
Paraliparis_infeliciter,1,0,1,0,1,1,2
Couesius_plumbeus,1,?,2,?,1,0,3
Loricariichthys_ucayalensis,1,?,2,?,1,0,3
Ilyophis_arx,?,0,?,0,0,1,2
Haptenchelys_texis,?,0,?,0,0,1,2
Tetrosomus_concatenatus,1,1,1,2,1,1,3
Acestridium_triplax,1,?,2,?,1,0,3
Dagetichthys_lakdoensis,?,1,?,1,0,1,3
Chalaroderma_ocellata,1,?,1,?,1,0,3
Paradicula_setifer,?,1,?,1,0,1,3
Nannobrachium_nigrum,?,1,?,2,0,1,3
Sardinella_aurita,1,?,1,?,1,0,3
Hemilepidotus_zapus,1,?,1,?,1,0,3
Chiasmodon_pluriradiatus,1,?,2,?,1,0,3
Porotergus_gymnotus,1,0,1,0,1,1,2
Brachyrhamdia_meesi,1,1,2,2,0,0,3
Trachinus_cornutus,1,?,2,?,1,0,3
Lycodonus_flagellicauda,1,?,1,?,1,0,3
Leptachirus_alleni,?,1,?,1,0,1,3
Liparis_tanakae,1,?,1,?,1,0,3
Hologymnosus_doliatus,1,?,1,?,1,0,3
Takifugu_rubripes,1,1,1,2,1,1,3
Amphilius_pulcher,1,?,2,?,1,0,3
Choeroichthys_brachysoma,?,0,?,0,0,1,2
Anguilla_bengalensis,1,0,1,0,1,1,2
Parotocinclus_bidentatus,1,?,2,?,1,0,3
Boraras_maculatus,1,?,2,?,0,0,3
Opsanus_dichrostomus,1,1,2,2,1,1,3
Metelectrona_ventralis,?,1,?,2,0,1,3
Hippocampus_satomiae,?,0,?,0,0,1,2
Glanidium_albescens,1,1,2,2,0,0,3
Ctenopoma_ashbysmithi,1,1,1,1,1,1,3
Cyttomimus_stelgis,1,1,2,2,0,0,3
Bathycongrus_retrotinctus,?,0,?,0,0,1,2
Astyanax_tumbayaensis,1,?,2,?,1,0,3
Chiloglanis_polypogon,1,1,2,2,0,0,3
Atopochilus_macrocephalus,1,?,2,?,1,0,3
Cathorops_mapale,1,?,2,?,1,0,3
Sanopus_barbatus,1,1,2,2,1,1,3
Careproctus_aculeolatus,1,?,1,?,1,0,3
Fundulus_grandissimus,1,?,2,?,1,0,3
Bagre_bagre,1,1,2,2,0,0,3
Ophioblennius_macclurei,1,?,1,?,1,0,3
Corydoras_breei,1,?,2,?,1,0,3
Catostomus_clarkii,?,1,?,2,0,0,3
Citharoides_macrolepidotus,1,1,2,2,0,0,3
Trachinotus_goodei,1,?,1,?,1,0,3
Synodontis_angelicus,1,1,2,2,0,0,3
Opaeophacus_acrogeneius,1,?,1,?,1,0,3
Parotocinclus_longirostris,1,?,2,?,1,0,3
Eumesogrammus_praecisus,1,?,1,?,1,0,3
Palmoliparis_beckeri,1,?,1,?,1,0,3
Dibranchus_japonicus,1,?,2,?,1,0,3
Microctenopoma_uelense,1,1,1,1,1,1,3
Rachovia_pyropunctata,1,?,1,?,1,0,3
Phasmatocottus_ctenopterygius,1,?,1,?,1,0,3
Chaetostoma_loborhynchos,1,?,2,?,1,0,3
Micropanchax_bracheti,1,?,2,?,1,0,3
Chrysichthys_punctatus,1,1,2,2,0,0,3
Chrysichthys_nigrodigitatus,1,1,2,2,0,0,3
Pythonichthys_microphthalmus,0,0,0,0,1,1,0
Aplocheilichthys_antinorii,1,?,2,?,1,0,3
Ophichthus_parilis,?,0,?,0,0,1,2
Paraliparis_skeliphrus,1,0,1,0,1,1,2
Liparis_agassizii,1,?,1,?,1,0,3
Simpsonichthys_adornatus,1,?,1,?,1,0,3
Rivulus_roloffi,1,?,1,?,1,0,3
Dorosoma_chavesi,1,?,1,?,1,0,3
Cephalopsetta_ventrocellatus,1,?,2,?,1,0,3
Doumea_chappuisi,1,1,2,2,1,0,3
Aphyosemion_omega,1,?,2,?,1,0,3
Ompok_miostoma,1,1,2,2,0,0,3
Otothyris_lophophanes,1,?,2,?,0,0,3
Corydoras_kanei,1,?,2,?,1,0,3
Callechelys_bitaeniata,?,0,?,0,0,1,2
Simpsonichthys_alternatus,1,?,1,?,1,0,3
Ilyodon_cortesae,1,?,1,?,1,0,3
Doryichthys_martensii,?,0,?,0,0,1,2
Scobinancistrus_pariolispos,1,1,2,2,0,0,3
Vanacampus_poecilolaemus,?,0,?,0,0,1,2
Tribolodon_sachalinensis,1,?,2,?,1,0,3
Sciades_seemanni,1,?,2,?,1,0,3
Aspidoras_menezesi,1,?,2,?,1,0,3
Porocottus_camtschaticus,1,?,1,?,1,0,3
Carinotetraodon_salivator,1,1,1,2,1,1,3
Chaetodermis_penicilligerus,1,0,1,0,1,1,2
Lepidotrigla_longimana,1,?,1,?,1,0,3
Careproctus_tricapitidens,1,?,1,?,1,0,3
Trichomycterus_chapmani,1,?,1,?,1,0,3
Catostomus_ardens,?,1,?,2,0,0,3
Lobianchia_gemellarii,?,1,?,2,0,1,3
Simpsonichthys_santanae,1,?,1,?,1,0,3
Acanthurus_fowleri,1,1,1,1,1,1,3
Caranx_ignobilis,1,?,1,?,1,0,3
Orestias_forgeti,1,?,1,?,1,0,3
Gelanoglanis_nanonocticolus,1,?,2,?,1,0,3
Maroubra_yasudai,?,0,?,0,0,1,2
Careproctus_credispinulosus,1,?,1,?,1,0,3
Cynodonichthys_fuscolineatus,1,?,1,?,1,0,3
Hypleurochilus_multifilis,1,?,1,?,1,0,3
Leptodoras_praelongus,1,?,2,?,1,0,3
Odontognathus_mucronatus,1,0,1,0,0,0,2
Farlowella_martini,1,?,2,?,1,0,3
Neostethus_robertsi,1,?,1,?,1,0,3
Strongylura_anastomella,1,?,1,?,1,0,3
Citharichthys_uhleri,1,?,2,?,1,0,3
Engyprosopon_mogkii,1,1,1,1,1,1,3
Scobinancistrus_aureatus,1,?,2,?,1,0,3
Ahliesaurus_berryi,1,1,2,2,0,0,3
Aseraggodes_borehami,?,1,?,1,0,1,3
Careproctus_steini,1,?,1,?,1,0,3
Pisodonophis_copelandi,?,0,?,0,0,1,2
Eustomias_aequatorialis,?,1,?,1,0,1,3
Rineloricaria_jaraguensis,1,?,2,?,1,0,3
Diodon_eydouxii,1,0,1,0,1,1,2
Syngnathus_exilis,?,0,?,0,0,1,2
Cynodonichthys_chucunaque,1,?,1,?,1,0,3
Diaphus_pacificus,?,1,?,2,0,1,3
Paraliparis_copei,1,0,2,0,0,1,2
Synodontis_woleuensis,1,?,2,?,1,0,3
Ophioblennius_clippertonensis,1,?,1,?,1,0,3
Diaphus_whitleyi,?,1,?,2,0,1,3
Hemiodus_quadrimaculatus,1,1,2,1,0,0,3
Xystreurys_liolepis,1,?,2,?,1,0,3
Zungaro_zungaro,1,?,2,?,1,0,3
Cantherhines_dumerilii,1,0,1,0,1,1,2
Adontosternarchus_balaenops,1,0,1,0,1,1,2
Melanostigma_orientale,1,?,1,?,1,0,3
Dactyloptena_papilio,?,1,?,2,0,1,3
Gila_nigrescens,1,?,2,?,1,0,3
Pogonophryne_platypogon,1,?,2,?,1,0,3
Alosa_killarnensis,1,?,1,?,1,0,3
Laimosemion_geayi,1,?,1,?,1,0,3
Synodontis_nebulosus,1,?,2,?,1,0,3
Apteronotus_magoi,1,0,1,0,1,1,2
Imparfinis_minutus,1,?,2,?,1,0,3
Solocisquama_erythrina,1,?,2,?,1,0,3
Trichomycterus_riojanus,1,?,1,?,1,0,3
Xiphophorus_roseni,1,?,2,?,1,0,3
Alosa_pseudoharengus,1,1,2,1,0,0,3
Lampanyctus_turneri,?,1,?,2,0,1,3
Petrocephalus_microphthalmus,?,1,?,1,0,1,3
Ecsenius_oculatus,1,?,1,?,1,0,3
Cyprinella_callisema,1,?,2,?,1,0,3
Echidna_polyzona,0,0,0,0,1,1,0
Encheloclarias_baculum,1,?,1,?,1,0,3
Aphyosemion_christyi,1,?,2,?,1,0,3
Choeroichthys_suillus,?,0,?,0,0,1,2
Megalonema_pauciradiatum,1,?,2,?,1,0,3
Astyanax_epiagos,1,?,2,?,1,0,3
Leporinus_pellegrinii,?,1,?,2,0,0,3
Etropus_rimosus,1,?,2,?,1,0,3
Neochanna_diversus,1,0,1,0,0,0,2
Paraliparis_atrolabiatus,1,0,1,0,1,1,2
Ancistrus_montanus,1,?,2,?,1,0,3
Gymnotus_ucamara,1,0,1,0,1,1,2
Erimystax_dissimilis,1,?,2,?,1,0,3
Phenacorhamdia_hoehnei,1,?,2,?,1,0,3
Poecilia_koperi,1,?,2,?,1,0,3
Andamia_cyclocheilus,1,?,1,?,1,0,3
Rhamphichthys_apurensis,1,0,1,0,1,1,2
Pseudorasbora_parva,?,1,?,2,0,0,3
Lycodes_raridens,1,?,1,?,1,0,3
Kentrocapros_eco,1,1,2,2,1,1,3
Lycenchelys_xanthoptera,1,0,1,0,1,0,2
Chiloglanis_occidentalis,1,1,2,2,0,0,3
Hyalobagrus_flavus,1,?,2,?,1,0,3
Hoplostethus_melanopus,?,1,?,2,0,1,3
Cathorops_belizensis,1,?,2,?,1,0,3
Hybopsis_winchelli,1,1,2,2,0,0,3
Parablennius_verryckeni,1,?,1,?,1,0,3
Ompok_pinnatus,1,?,1,?,1,0,3
Neostethus_borneensis,1,?,1,?,1,0,3
Arnoglossus_kessleri,1,1,1,1,1,1,3
Aplocheilus_lineatus,1,?,2,?,1,0,3
Paraliparis_meganchus,1,0,1,0,1,1,2
